cosmx_threshold,f1_gain,f1_loss,f1_mean,accuracy_3class
0.009197,0.5943396226415094,0.09090909090909091,0.3426243567753002,0.7680906713164778
0.041478,0.5365853658536586,0.14754098360655737,0.34206317473010794,0.8596338273757629
0.042034,0.5365853658536586,0.14754098360655737,0.34206317473010794,0.8596338273757629
0.009088,0.5915492957746479,0.09090909090909091,0.3412291933418694,0.7672188317349607
0.00919,0.5915492957746479,0.09090909090909091,0.3412291933418694,0.7672188317349607
0.040906,0.5365853658536586,0.14516129032258066,0.3408733280881196,0.8578901482127289
0.041002,0.5365853658536586,0.14516129032258066,0.3408733280881196,0.8578901482127289
0.007831,0.5919282511210763,0.08955223880597014,0.34074024496352323,0.7611159546643418
0.007902,0.5919282511210763,0.08955223880597014,0.34074024496352323,0.7611159546643418
0.008912,0.5898617511520737,0.09090909090909091,0.34038542103058234,0.7654751525719268
0.007672,0.5892857142857143,0.0891089108910891,0.3391973125884017,0.7593722755013078
0.007681,0.5892857142857143,0.0891089108910891,0.3391973125884017,0.7593722755013078
0.008574,0.5871559633027523,0.09090909090909091,0.33903252710592163,0.7646033129904097
0.008628,0.5871559633027523,0.09090909090909091,0.33903252710592163,0.7646033129904097
0.007939,0.5855855855855856,0.09,0.3377927927927928,0.7611159546643418
0.008435,0.5844748858447488,0.09045226130653267,0.3374635735756407,0.7628596338273758
0.008451,0.5844748858447488,0.09045226130653267,0.3374635735756407,0.7628596338273758
0.007603,0.584070796460177,0.0891089108910891,0.33658985367563304,0.7576285963382737
0.0083,0.5818181818181818,0.09,0.3359090909090909,0.7611159546643418
0.007578,0.5814977973568282,0.0891089108910891,0.3353033541239586,0.7567567567567568
0.008006,0.579185520361991,0.09,0.3345927601809955,0.7602441150828247
0.008106,0.579185520361991,0.09,0.3345927601809955,0.7602441150828247
